t1,ch1,t2,ch2
-0.3767576645370441,1.0711516094207765,-0.3767575395370441,-0.5288349208831787
-0.3717576645370441,1.075136594772339,-0.3717575395370441,-0.5477775173187257
-0.3667576645370441,1.0661703777313234,-0.3667575395370441,-0.5447865810394288
-0.3617576645370441,1.080117826461792,-0.3617575395370441,-0.5268409633636475
-0.3567576645370441,1.0771290874481203,-0.3567575395370441,-0.4999225368499757
-0.3517576645370441,1.072147855758667,-0.3517575395370441,-0.4839708766937256
-0.3467576645370441,1.0691591167449952,-0.3467575395370441,-0.4550584926605225
-0.3417576645370441,1.0731441020965578,-0.3417575395370441,-0.39623674583435065
-0.3367576645370441,1.0711516094207765,-0.33675753953704407,-0.331433126449585
-0.3317576645370441,1.0771290874481203,-0.33175753953704407,-0.31049657249450685
-0.3267576645370441,1.0781253337860108,-0.32675753953704406,-0.2845751247406006
-0.32175766453704413,1.0741403484344483,-0.3217575395370441,-0.21877452659606936
-0.31675766453704407,1.072147855758667,-0.31675753953704405,-0.16693163108825684
-0.31175766453704407,1.0741403484344483,-0.31175753953704405,-0.12206758689880373
-0.30675766453704406,1.072147855758667,-0.30675753953704404,-0.0931552028656006
-0.30175766453704406,1.0711516094207765,-0.30175753953704404,-0.09016426658630372
-0.29675766453704405,1.0731441020965578,-0.29675753953704403,-0.07720354270935059
-0.29175766453704405,1.0771290874481203,-0.29175753953704403,-0.07221864891052247
-0.28675766453704404,1.0731441020965578,-0.286757539537044,-0.047294179916381844
-0.2817576645370441,1.0741403484344483,-0.2817575395370441,-0.02735460472106934
-0.2767576645370441,1.0741403484344483,-0.2767575395370441,-0.019378774642944338
-0.2717576645370441,1.0731441020965578,-0.27175753953704407,-0.019378774642944338
-0.2667576645370441,1.0741403484344483,-0.26675753953704406,-0.020375753402709963
-0.2617576645370441,1.0691591167449952,-0.26175753953704406,-0.02336668968200684
-0.2567576645370441,1.072147855758667,-0.25675753953704405,-0.02336668968200684
-0.25175766453704407,1.0691591167449952,-0.25175753953704405,-0.008412008285522462
-0.24675766453704404,1.0681628704071047,-0.24675753953704405,0.005545694351196289
-0.24175766453704403,1.0771290874481203,-0.24175753953704404,0.00953360939025879
-0.23675766453704403,1.0731441020965578,-0.23675753953704404,0.022494333267211918
-0.23175766453704405,1.0791215801239016,-0.23175753953704406,0.02548526954650879
-0.22675766453704405,1.0711516094207765,-0.22675753953704406,0.0035517368316650396
-0.22175766453704404,1.0711516094207765,-0.22175753953704405,-0.02536064720153809
-0.21675766453704404,1.075136594772339,-0.21675753953704405,-0.02934856224060059
-0.21175766453704403,1.072147855758667,-0.21175753953704404,-0.009408987045288086
-0.20675766453704403,1.0681628704071047,-0.20675753953704404,0.0035517368316650396
-0.20175766453704405,1.0711516094207765,-0.20175753953704406,0.006542673110961915
-0.19675766453704405,1.072147855758667,-0.19675753953704406,-0.005421072006225587
-0.19175766453704404,1.0711516094207765,-0.19175753953704405,-0.010405965805053713
-0.18675766453704404,1.067166624069214,-0.18675753953704405,-0.020375753402709963
-0.18175766453704403,1.0731441020965578,-0.18175753953704404,-0.02336668968200684
-0.17675766453704403,1.070155363082886,-0.17675753953704404,-0.030345541000366214
-0.17175766453704405,1.067166624069214,-0.17175753953704406,-0.03931834983825684
-0.16675766453704405,1.0731441020965578,-0.16675753953704406,-0.059257925033569345
-0.16175766453704404,1.0741403484344483,-0.16175753953704405,-0.09514916038513185
-0.15675766453704404,1.0681628704071047,-0.15675753953704405,-0.11807967185974122
-0.15175766453704403,1.075136594772339,-0.15175753953704404,-0.1449980983734131
-0.14675766453704403,1.067166624069214,-0.14675753953704404,-0.14300414085388186
-0.14175766453704403,1.0791215801239016,-0.14175753953704404,-0.14101018333435061
-0.13675766453704405,1.072147855758667,-0.13675753953704406,-0.16094975852966312
-0.13175766453704404,1.0711516094207765,-0.13175753953704405,-0.18188631248474124
-0.12675766453704404,1.072147855758667,-0.12675753953704405,-0.2157835903167725
-0.12175766453704405,1.0741403484344483,-0.12175753953704405,-0.20581380271911623
-0.11675766453704405,1.0731441020965578,-0.11675753953704404,-0.20880473899841312
-0.11175766453704405,1.0681628704071047,-0.11175753953704405,-0.22774733543396
-0.10675766453704405,1.070155363082886,-0.10675753953704405,-0.21478661155700687
-0.10175766453704405,1.0741403484344483,-0.10175753953704404,-0.21378963279724122
-0.09675766453704406,1.0731441020965578,-0.09675753953704405,-0.20980171775817874
-0.09175766453704405,1.070155363082886,-0.09175753953704405,-0.21179567527770998
-0.08675766453704405,1.070155363082886,-0.08675753953704404,-0.21079869651794436
-0.08175766453704406,1.0691591167449952,-0.08175753953704405,-0.22675035667419435
-0.07675766453704405,1.075136594772339,-0.07675753953704405,-0.23871410179138186
-0.07175766453704405,1.0731441020965578,-0.07175753953704404,-0.24469597434997561
-0.06675766453704406,1.0651741313934326,-0.06675753953704405,-0.24968086814880375
-0.061757664537044045,1.0691591167449952,-0.06175753953704405,-0.2327322292327881
-0.05675766453704404,1.0731441020965578,-0.056757539537044044,-0.1569618434906006
-0.05175766453704404,1.0711516094207765,-0.051757539537044046,0.0005608005523681641
-0.046757664537044046,1.0731441020965578,-0.04675753953704405,0.21491123390197756
-0.04175766453704404,1.0731441020965578,-0.041757539537044044,0.44421634864807136
-0.036757664537044044,1.0771290874481203,-0.03675753953704405,0.6386272068023683
-0.031757664537044046,1.0641778850555421,-0.03175753953704405,0.6635516757965089
-0.026757664537044045,1.0741403484344483,-0.026757539537044045,0.4192918796539307
-0.021757664537044048,1.072147855758667,-0.021757539537044047,0.05539463233947754
-0.01675766453704405,1.0741403484344483,-0.01675753953704405,-0.235723165512085
-0.011757664537044049,1.0741403484344483,-0.011757539537044049,-0.4161763210296631
-0.006757664537044047,1.0771290874481203,-0.006757539537044047,-0.48795879173278817
-0.0017576645370440474,1.075136594772339,-0.0017575395370440475,-0.4720071315765381
0.003242335462955953,1.0761328411102296,0.003242460462955953,-0.4231551723480225
0.008242335462955953,1.0741403484344483,0.008242460462955953,-0.3533666591644288
0.013242335462955952,1.075136594772339,0.013242460462955952,-0.2985328273773194
0.018242335462955953,1.072147855758667,0.018242460462955953,-0.267626485824585
0.023242335462955954,1.070155363082886,0.023242460462955954,-0.22774733543396
0.028242335462955955,1.0761328411102296,0.028242460462955955,-0.20082890892028812
0.033242335462955956,1.0761328411102296,0.03324246046295595,-0.17789839744567873
0.03824233546295596,1.0761328411102296,0.03824246046295596,-0.1679286098480225
0.04324233546295596,1.070155363082886,0.043242460462955955,-0.1529739284515381
0.048242335462955956,1.0681628704071047,0.04824246046295595,-0.15197694969177247
0.05324233546295596,1.067166624069214,0.05324246046295596,-0.13502831077575686
0.05824233546295596,1.072147855758667,0.058242460462955954,-0.12804945945739749
0.06324233546295595,1.0691591167449952,0.06324246046295595,-0.11409175682067872
0.06824233546295595,1.0711516094207765,0.06824246046295596,-0.1091068630218506
0.07324233546295596,1.0781253337860108,0.07324246046295596,-0.11010384178161622
0.07824233546295595,1.0781253337860108,0.07824246046295595,-0.09814009666442872
0.08324233546295595,1.072147855758667,0.08324246046295596,-0.08318541526794435
0.08824233546295596,1.0661703777313234,0.08824246046295596,-0.07421260643005372
0.09324233546295595,1.0761328411102296,0.09324246046295595,-0.048291158676147465
0.09824233546295595,1.0741403484344483,0.09824246046295596,-0.020375753402709963
0.10324233546295596,1.0761328411102296,0.10324246046295596,-0.009408987045288086
0.10824233546295595,1.0771290874481203,0.10824246046295595,0.0035517368316650396
0.11324233546295595,1.0731441020965578,0.11324246046295595,0.038445993423461916
0.11824233546295596,1.072147855758667,0.11824246046295596,0.05439765357971192
