t1,ch1
5.300833208,0.035055418
5.320833208,0.028081694
5.340833208,0.02907794
5.360833208,0.034059172
5.380833208,0.02907794
5.400833208,0.033062925
5.420833208,0.032066679
5.440833208,0.032066679
5.460833208,0.024096708
5.480833208,0.034059172
5.500833208,0.030074186
5.520833208,0.027085447
5.540833208,0.038044157
5.560833208,0.031070433
5.580833208,0.031070433
5.600833208,0.027085447
5.620833208,0.036051664
5.640833208,0.033062925
5.660833208,0.024096708
5.680833208,0.033062925
5.700833208,0.02907794
5.720833208,0.028081694
5.740833208,0.027085447
5.760833208,0.034059172
5.780833208,0.027085447
5.800833208,0.028081694
5.820833208,0.034059172
5.840833208,0.024096708
5.860833208,0.031070433
5.880833208,0.026089201
5.900833208,0.02907794
5.920833208,0.031070433
5.940833208,0.024096708
5.960833208,0.034059172
5.980833208,0.02907794
6.000833208,0.026089201
6.020833208,0.02907794
6.040833208,0.030074186
6.060833208,0.028081694
6.080833208,0.032066679
6.100833208,-0.009775667
6.120833208,0.02907794
6.140833208,0.034059172
6.160833208,0.027085447
6.180833208,0.028081694
6.200833208,0.034059172
6.220833208,0.028081694
6.240833208,0.032066679
6.260833208,0.037047911
6.280833208,0.028081694
6.300833208,0.036051664
6.320833208,0.027085447
6.340833208,0.030074186
6.360833208,0.031070433
6.380833208,0.038044157
6.400833208,0.028081694
6.420833208,0.033062925
6.440833208,0.025092955
6.460833208,0.034059172
6.480833208,0.024096708
6.500833208,0.027085447
6.520833208,0.033062925
6.540833208,0.02907794
6.560833208,0.02907794
6.580833208,0.033062925
6.600833208,0.024096708
6.620833208,0.028081694
6.640833208,0.030074186
6.660833208,0.031070433
6.680833208,0.030074186
6.700833208,0.027085447
6.720833208,0.025092955
6.740833208,0.033062925
6.760833208,0.033062925
6.780833208,0.034059172
6.800833208,0.026089201
6.820833208,0.030074186
6.840833208,0.032066679
6.860833208,0.028081694
6.880833208,0.030074186
6.900833208,0.033062925
6.920833208,0.032066679
6.940833208,0.034059172
6.960833208,0.027085447
6.980833208,0.021107969
7.000833208,0.032066679
7.020833208,0.025092955
7.040833208,0.032066679
7.060833208,0.031070433
7.080833208,0.033062925
