time,milk,no_milk
464.5,1.06247221,0.919862442
465,1.06247221,0.919862442
465.5,1.057503033,0.91489357
466,1.072410564,0.924831314
466.5,1.072410564,0.929800186
467,1.06247221,0.924831314
467.5,1.06247221,0.919862442
468,1.06247221,0.919862442
468.5,1.06247221,0.929800186
469,1.06247221,0.929800186
469.5,1.057503033,0.929800186
470,1.072410564,0.924831314
470.5,1.06247221,0.934769058
471,1.077379742,0.924831314
471.5,1.072410564,0.934769058
472,1.067441387,0.934769058
472.5,1.072410564,0.934769058
473,1.072410564,0.93973793
473.5,1.067441387,0.929800186
474,1.077379742,0.934769058
474.5,1.067441387,0.934769058
475,1.072410564,0.934769058
475.5,1.077379742,0.934769058
476,1.072410564,0.934769058
476.5,1.067441387,0.929800186
477,1.072410564,0.934769058
477.5,1.072410564,0.934769058
478,1.067441387,0.934769058
478.5,1.067441387,0.929800186
479,1.082348919,0.944706802
479.5,1.072410564,0.934769058
480,1.072410564,0.93973793
480.5,1.072410564,0.934769058
481,1.072410564,0.934769058
481.5,1.067441387,0.934769058
482,1.072410564,0.934769058
482.5,1.077379742,0.934769058
483,1.072410564,0.944706802
483.5,1.082348919,0.949675674
484,1.077379742,0.934769058
484.5,1.077379742,0.934769058
485,1.077379742,0.944706802
485.5,1.072410564,0.944706802
486,1.087318096,0.944706802
486.5,1.077379742,0.93973793
487,1.077379742,0.944706802
487.5,1.072410564,0.944706802
488,1.077379742,0.934769058
488.5,1.077379742,0.949675674
489,1.082348919,0.934769058
489.5,1.077379742,0.934769058
490,1.082348919,0.929800186
490.5,1.082348919,0.934769058
491,1.092287273,0.954644547
491.5,1.072410564,0.944706802
492,1.072410564,0.929800186
492.5,1.077379742,0.934769058
493,1.092287273,0.944706802
493.5,1.082348919,0.944706802
494,1.077379742,0.934769058
494.5,1.077379742,0.93973793
495,1.082348919,0.944706802
495.5,1.087318096,0.93973793
496,1.087318096,0.944706802
496.5,1.087318096,0.944706802
497,1.077379742,0.934769058
497.5,1.082348919,0.944706802
498,1.077379742,0.93973793
498.5,1.092287273,0.944706802
499,1.087318096,0.944706802
499.5,1.087318096,0.944706802
500,1.092287273,0.944706802
500.5,1.087318096,0.944706802
501,1.087318096,0.949675674
501.5,1.087318096,0.949675674
502,1.087318096,0.949675674
502.5,1.087318096,0.944706802
503,1.092287273,0.949675674
503.5,1.092287273,0.959613419
504,1.087318096,0.954644547
504.5,1.087318096,0.954644547
505,1.092287273,0.944706802
505.5,1.087318096,0.93973793
506,1.092287273,0.954644547
506.5,1.087318096,0.954644547
507,1.087318096,0.949675674
507.5,1.087318096,0.954644547
508,1.087318096,0.944706802
508.5,1.087318096,0.954644547
509,1.092287273,0.949675674
509.5,1.097256451,0.954644547
510,1.107194805,0.964582291
510.5,1.092287273,0.954644547
511,1.092287273,0.959613419
511.5,1.102225628,0.959613419
512,1.092287273,0.949675674
512.5,1.092287273,0.954644547
513,1.087318096,0.954644547
513.5,1.102225628,0.959613419
514,1.087318096,0.954644547
514.5,1.092287273,0.954644547
515,1.092287273,0.954644547
515.5,1.097256451,0.959613419
516,1.097256451,0.954644547
516.5,1.102225628,0.959613419
517,1.087318096,0.954644547
517.5,1.097256451,0.959613419
518,1.107194805,0.974520035
518.5,1.097256451,0.964582291
519,1.107194805,0.964582291
519.5,1.087318096,0.959613419
520,1.102225628,0.969551163
520.5,1.102225628,0.969551163
521,1.102225628,0.964582291
521.5,1.092287273,0.964582291
522,1.097256451,0.964582291
522.5,1.102225628,0.969551163
523,1.102225628,0.974520035
523.5,1.102225628,0.969551163
524,1.102225628,0.959613419
524.5,1.097256451,0.969551163
525,1.102225628,0.964582291
525.5,1.102225628,0.969551163
526,1.087318096,0.959613419
526.5,1.097256451,0.964582291
527,1.097256451,0.964582291
527.5,1.112163982,0.974520035
528,1.102225628,0.969551163
528.5,1.102225628,0.974520035
529,1.097256451,0.959613419
529.5,1.102225628,0.974520035
530,1.107194805,0.969551163
530.5,1.102225628,0.969551163
531,1.097256451,0.964582291
531.5,1.102225628,0.974520035
532,1.107194805,0.969551163
532.5,1.102225628,0.974520035
533,1.112163982,0.979488907
533.5,1.107194805,0.979488907
534,1.102225628,0.974520035
534.5,1.102225628,0.974520035
535,1.102225628,0.979488907
535.5,1.11713316,0.984457779
536,1.102225628,0.969551163
536.5,1.102225628,0.984457779
537,1.107194805,0.979488907
537.5,1.102225628,0.969551163
538,1.107194805,0.974520035
538.5,1.112163982,0.984457779
539,1.097256451,0.974520035
539.5,1.107194805,0.984457779
540,1.102225628,0.974520035
540.5,1.107194805,0.979488907
541,1.107194805,0.974520035
541.5,1.112163982,0.974520035
542,1.112163982,0.984457779
542.5,1.11713316,0.984457779
543,1.112163982,0.979488907
543.5,1.102225628,0.969551163
544,1.102225628,0.984457779
544.5,1.112163982,0.984457779
545,1.11713316,0.984457779
545.5,1.107194805,0.979488907
546,1.11713316,0.989426651
546.5,1.107194805,0.984457779
547,1.112163982,0.984457779
547.5,1.112163982,0.989426651
548,1.107194805,0.979488907
548.5,1.102225628,0.974520035
549,1.112163982,0.979488907
549.5,1.112163982,0.984457779
550,1.112163982,0.974520035
550.5,1.107194805,0.979488907
551,1.107194805,0.984457779
551.5,1.112163982,0.984457779
552,1.122102337,0.994395523
552.5,1.122102337,0.989426651
553,1.127071514,0.994395523
553.5,1.107194805,0.984457779
554,1.11713316,0.999364395
554.5,1.132040691,0.989426651
555,1.107194805,0.979488907
555.5,1.107194805,0.979488907
556,1.122102337,0.989426651
556.5,1.122102337,0.989426651
557,1.11713316,0.989426651
557.5,1.11713316,0.994395523
558,1.112163982,0.984457779
558.5,1.11713316,0.994395523
559,1.122102337,0.999364395
559.5,1.127071514,0.994395523
560,1.107194805,0.989426651
560.5,1.122102337,0.999364395
561,1.11713316,0.989426651
561.5,1.132040691,0.999364395
562,1.127071514,0.999364395
562.5,1.127071514,1.004333267
563,1.112163982,0.999364395
563.5,1.122102337,0.999364395
564,1.122102337,0.994395523
564.5,1.122102337,0.994395523
565,1.122102337,0.999364395
565.5,1.122102337,0.994395523
566,1.127071514,1.004333267
566.5,1.127071514,1.004333267
567,1.122102337,0.994395523
567.5,1.122102337,0.994395523
568,1.11713316,0.999364395
568.5,1.122102337,0.994395523
569,1.122102337,1.004333267
569.5,1.132040691,1.004333267
570,1.127071514,0.999364395
570.5,1.122102337,0.999364395
571,1.122102337,1.004333267
571.5,1.127071514,0.999364395
572,1.132040691,1.009302139
572.5,1.127071514,0.999364395
573,1.122102337,1.004333267
573.5,1.132040691,1.004333267
574,1.132040691,1.009302139
574.5,1.11713316,0.999364395
575,1.137009869,1.004333267
575.5,1.127071514,1.004333267
576,1.137009869,1.014271011
576.5,1.132040691,1.009302139
577,1.127071514,1.004333267
577.5,1.132040691,1.009302139
578,1.127071514,1.009302139
578.5,1.127071514,1.009302139
579,1.137009869,1.004333267
579.5,1.132040691,1.009302139
580,1.127071514,1.009302139
580.5,1.137009869,1.009302139
581,1.132040691,1.009302139
581.5,1.127071514,1.004333267
582,1.137009869,1.014271011
582.5,1.137009869,1.009302139
583,1.127071514,0.994395523
583.5,1.132040691,1.009302139
584,1.141979046,1.009302139
584.5,1.132040691,1.014271011
585,1.127071514,1.004333267
585.5,1.132040691,1.014271011
586,1.141979046,1.014271011
586.5,1.137009869,1.014271011
587,1.132040691,1.019239883
587.5,1.132040691,1.014271011
588,1.122102337,1.014271011
588.5,1.132040691,1.009302139
589,1.1519174,1.024208755
589.5,1.141979046,1.019239883
590,1.141979046,1.024208755
590.5,1.137009869,1.019239883
591,1.141979046,1.019239883
591.5,1.137009869,1.019239883
592,1.141979046,1.019239883
592.5,1.137009869,1.014271011
593,1.137009869,1.019239883
593.5,1.137009869,1.024208755
594,1.141979046,1.024208755
594.5,1.137009869,1.019239883
595,1.146948223,1.024208755
595.5,1.146948223,1.024208755
596,1.141979046,1.029177628
596.5,1.141979046,1.024208755
597,1.141979046,1.024208755
597.5,1.141979046,1.029177628
598,1.141979046,1.024208755
598.5,1.146948223,1.024208755
599,1.146948223,1.0341465
599.5,1.137009869,1.029177628
600,1.146948223,1.024208755
600.5,1.137009869,1.024208755
601,1.137009869,1.029177628
601.5,1.156886578,1.029177628
602,1.146948223,1.024208755
602.5,1.141979046,1.024208755
603,1.1519174,1.0341465
603.5,1.141979046,1.019239883
604,1.1519174,1.0341465
604.5,1.1519174,1.029177628
605,1.1519174,1.0341465
605.5,1.146948223,1.0341465
606,1.1519174,1.0341465
606.5,1.1519174,1.0341465
607,1.146948223,1.029177628
607.5,1.146948223,1.0341465
608,1.146948223,1.0341465
608.5,1.161855755,1.029177628
609,1.141979046,1.0341465
609.5,1.141979046,1.029177628
610,1.1519174,1.039115372
610.5,1.146948223,1.024208755
611,1.141979046,1.029177628
611.5,1.1519174,1.024208755
612,1.156886578,1.0341465
612.5,1.156886578,1.0341465
613,1.1519174,1.0341465
613.5,1.1519174,1.039115372
614,1.1519174,1.0341465
614.5,1.156886578,1.0341465
615,1.156886578,1.039115372
615.5,1.156886578,1.039115372
616,1.166824932,1.039115372
616.5,1.156886578,1.0341465
617,1.1519174,1.0341465
617.5,1.156886578,1.039115372
618,1.156886578,1.0341465
618.5,1.161855755,1.044084244
619,1.1519174,1.044084244
619.5,1.1519174,1.039115372
620,1.161855755,1.044084244
620.5,1.1519174,1.039115372
621,1.156886578,1.044084244
621.5,1.156886578,1.044084244
622,1.156886578,1.039115372
622.5,1.161855755,1.044084244
623,1.166824932,1.05899086
623.5,1.156886578,1.039115372
624,1.1519174,1.0341465
624.5,1.166824932,1.049053116
625,1.161855755,1.049053116
625.5,1.1519174,1.039115372
626,1.161855755,1.044084244
626.5,1.1519174,1.0341465
627,1.171794109,1.049053116
627.5,1.171794109,1.049053116
628,1.161855755,1.049053116
628.5,1.156886578,1.049053116
629,1.161855755,1.049053116
629.5,1.161855755,1.044084244
630,1.156886578,1.049053116
630.5,1.161855755,1.049053116
631,1.171794109,1.054021988
631.5,1.166824932,1.049053116
632,1.161855755,1.039115372
632.5,1.166824932,1.054021988
633,1.161855755,1.049053116
633.5,1.161855755,1.039115372
634,1.156886578,1.044084244
634.5,1.171794109,1.049053116
635,1.166824932,1.05899086
635.5,1.161855755,1.049053116
636,1.156886578,1.049053116
636.5,1.166824932,1.054021988
637,1.166824932,1.049053116
637.5,1.166824932,1.054021988
638,1.166824932,1.049053116
638.5,1.166824932,1.049053116
639,1.166824932,1.054021988
639.5,1.171794109,1.054021988
640,1.166824932,1.054021988
640.5,1.161855755,1.044084244
641,1.166824932,1.054021988
641.5,1.176763287,1.05899086
642,1.176763287,1.05899086
642.5,1.171794109,1.05899086
643,1.166824932,1.054021988
643.5,1.161855755,1.054021988
644,1.181732464,1.063959732
644.5,1.166824932,1.05899086
645,1.166824932,1.05899086
645.5,1.171794109,1.05899086
646,1.176763287,1.054021988
646.5,1.176763287,1.063959732
647,1.171794109,1.063959732
647.5,1.181732464,1.073897476
648,1.166824932,1.05899086
648.5,1.176763287,1.063959732
649,1.176763287,1.068928604
649.5,1.176763287,1.063959732
650,1.171794109,1.05899086
650.5,1.176763287,1.068928604
651,1.171794109,1.063959732
651.5,1.181732464,1.073897476
652,1.181732464,1.073897476
652.5,1.176763287,1.068928604
653,1.171794109,1.068928604
653.5,1.181732464,1.068928604
654,1.176763287,1.073897476
654.5,1.176763287,1.063959732
655,1.176763287,1.073897476
655.5,1.186701641,1.073897476
656,1.181732464,1.068928604
656.5,1.171794109,1.068928604
657,1.176763287,1.068928604
657.5,1.176763287,1.068928604
658,1.176763287,1.068928604
658.5,1.181732464,1.073897476
659,1.176763287,1.05899086
659.5,1.176763287,1.068928604
660,1.181732464,1.063959732
660.5,1.176763287,1.073897476
661,1.186701641,1.068928604
661.5,1.186701641,1.068928604
662,1.176763287,1.068928604
662.5,1.181732464,1.063959732
663,1.186701641,1.068928604
663.5,1.181732464,1.073897476
664,1.181732464,1.073897476
664.5,1.186701641,1.073897476
665,1.181732464,1.073897476
665.5,1.186701641,1.088804092
666,1.176763287,1.068928604
666.5,1.181732464,1.073897476
667,1.191670818,1.078866348
667.5,1.176763287,1.068928604
668,1.186701641,1.073897476
668.5,1.186701641,1.068928604
669,1.186701641,1.078866348
669.5,1.186701641,1.068928604
670,1.181732464,1.073897476
670.5,1.186701641,1.073897476
671,1.186701641,1.088804092
671.5,1.181732464,1.073897476
672,1.186701641,1.073897476
672.5,1.176763287,1.063959732
673,1.181732464,1.073897476
673.5,1.186701641,1.073897476
674,1.196639996,1.078866348
674.5,1.191670818,1.073897476
675,1.186701641,1.073897476
675.5,1.196639996,1.078866348
676,1.186701641,1.073897476
676.5,1.191670818,1.078866348
677,1.186701641,1.073897476
677.5,1.196639996,1.078866348
678,1.191670818,1.08383522
678.5,1.196639996,1.08383522
679,1.196639996,1.08383522
679.5,1.191670818,1.08383522
680,1.196639996,1.088804092
680.5,1.181732464,1.078866348
681,1.186701641,1.078866348
681.5,1.196639996,1.088804092
682,1.201609173,1.08383522
682.5,1.201609173,1.093772964
683,1.191670818,1.078866348
683.5,1.196639996,1.08383522
684,1.201609173,1.08383522
684.5,1.191670818,1.088804092
685,1.196639996,1.08383522
685.5,1.20657835,1.093772964
686,1.196639996,1.078866348
686.5,1.196639996,1.08383522
687,1.196639996,1.123586197
687.5,1.196639996,1.237870255
688,1.20657835,1.272652359
688.5,1.201609173,1.262714615
689,1.201609173,1.272652359
689.5,1.186701641,1.267683487
690,1.201609173,1.272652359
690.5,1.196639996,1.282590103
691,1.211547527,1.297496719
691.5,1.196639996,1.297496719
692,1.196639996,1.307434464
692.5,1.196639996,1.312403336
693,1.196639996,1.337247696
693.5,1.201609173,1.332278824
694,1.196639996,1.327309952
694.5,1.20657835,1.342216568
695,1.201609173,1.352154312
695.5,1.196639996,1.34718544
696,1.196639996,1.357123184
696.5,1.196639996,1.362092056
697,1.196639996,1.362092056
697.5,1.201609173,1.3720298
698,1.201609173,1.3720298
698.5,1.201609173,1.367060928
699,1.191670818,1.362092056
699.5,1.201609173,1.381967545
700,1.20657835,1.381967545
700.5,1.201609173,1.381967545
701,1.20657835,1.386936417
701.5,1.20657835,1.386936417
702,1.201609173,1.381967545
702.5,1.211547527,1.401843033
703,1.201609173,1.391905289
703.5,1.20657835,1.386936417
704,1.20657835,1.391905289
704.5,1.221485882,1.406811905
705,1.20657835,1.391905289
705.5,1.201609173,1.391905289
706,1.20657835,1.386936417
706.5,1.211547527,1.396874161
707,1.20657835,1.396874161
707.5,1.20657835,1.386936417
708,1.211547527,1.396874161
708.5,1.211547527,1.391905289
709,1.20657835,1.396874161
709.5,1.20657835,1.396874161
710,1.20657835,1.396874161
710.5,1.211547527,1.401843033
711,1.211547527,1.401843033
711.5,1.20657835,1.396874161
712,1.211547527,1.406811905
712.5,1.20657835,1.411780777
713,1.211547527,1.401843033
713.5,1.211547527,1.401843033
714,1.216516705,1.406811905
714.5,1.20657835,1.406811905
715,1.201609173,1.396874161
715.5,1.20657835,1.406811905
716,1.201609173,1.401843033
716.5,1.211547527,1.406811905
717,1.216516705,1.416749649
717.5,1.211547527,1.411780777
718,1.221485882,1.416749649
718.5,1.211547527,1.406811905
719,1.211547527,1.416749649
719.5,1.211547527,1.406811905
720,1.221485882,1.411780777
720.5,1.221485882,1.416749649
721,1.221485882,1.421718521
721.5,1.216516705,1.416749649
722,1.211547527,1.406811905
722.5,1.221485882,1.421718521
723,1.211547527,1.411780777
723.5,1.211547527,1.411780777
724,1.216516705,1.416749649
724.5,1.211547527,1.411780777
725,1.216516705,1.416749649
725.5,1.216516705,1.406811905
726,1.221485882,1.416749649
726.5,1.226455059,1.421718521
727,1.221485882,1.416749649
727.5,1.216516705,1.421718521
728,1.226455059,1.421718521
728.5,1.211547527,1.416749649
729,1.221485882,1.421718521
729.5,1.231424236,1.426687393
730,1.221485882,1.421718521
730.5,1.221485882,1.426687393
731,1.221485882,1.421718521
731.5,1.221485882,1.411780777
732,1.221485882,1.431656265
732.5,1.221485882,1.426687393
733,1.221485882,1.426687393
733.5,1.236393414,1.426687393
734,1.216516705,1.421718521
734.5,1.226455059,1.426687393
735,1.226455059,1.421718521
735.5,1.216516705,1.426687393
736,1.226455059,1.431656265
736.5,1.211547527,1.421718521
737,1.231424236,1.431656265
737.5,1.221485882,1.421718521
738,1.226455059,1.426687393
738.5,1.226455059,1.431656265
739,1.221485882,1.431656265
739.5,1.221485882,1.426687393
740,1.226455059,1.431656265
740.5,1.241362591,1.436625137
741,1.221485882,1.436625137
741.5,1.221485882,1.431656265
742,1.231424236,1.446562881
742.5,1.221485882,1.426687393
743,1.226455059,1.426687393
743.5,1.231424236,1.431656265
744,1.226455059,1.431656265
744.5,1.236393414,1.441594009
745,1.236393414,1.431656265
745.5,1.231424236,1.441594009
746,1.231424236,1.431656265
746.5,1.231424236,1.431656265
747,1.231424236,1.436625137
747.5,1.231424236,1.441594009
749.9744702,1.256270123,1.456500626
750.4744702,1.246331768,1.451531754
750.9744702,1.256270123,1.461469498
751.4744702,1.256270123,1.46643837
751.9744702,1.256270123,1.461469498
752.4744702,1.256270123,1.456500626
752.9744702,1.251300945,1.456500626
753.4744702,1.256270123,1.461469498
753.9744702,1.246331768,1.456500626
754.4744702,1.266208477,1.46643837
754.9744702,1.2612393,1.46643837
755.4744702,1.2612393,1.46643837
755.9744702,1.256270123,1.46643837
756.4744702,1.251300945,1.471407242
756.9744702,1.2612393,1.46643837
757.4744702,1.256270123,1.46643837
757.9744702,1.256270123,1.476376114
758.4744702,1.256270123,1.461469498
758.9744702,1.256270123,1.46643837
759.4744702,1.2612393,1.46643837
759.9744702,1.2612393,1.46643837
760.4744702,1.251300945,1.456500626
760.9744702,1.271177654,1.476376114
761.4744702,1.266208477,1.471407242
761.9744702,1.2612393,1.471407242
762.4744702,1.2612393,1.471407242
762.9744702,1.2612393,1.46643837
763.4744702,1.266208477,1.46643837
763.9744702,1.266208477,1.46643837
764.4744702,1.266208477,1.476376114
764.9744702,1.256270123,1.471407242
765.4744702,1.2612393,1.46643837
765.9744702,1.271177654,1.46643837
766.4744702,1.266208477,1.471407242
766.9744702,1.271177654,1.471407242
767.4744702,1.2612393,1.476376114
767.9744702,1.266208477,1.471407242
768.4744702,1.256270123,1.46643837
768.9744702,1.266208477,1.471407242
769.4744702,1.256270123,1.46643837
769.9744702,1.2612393,1.461469498
770.4744702,1.266208477,1.471407242
770.9744702,1.2612393,1.46643837
771.4744702,1.2612393,1.461469498
771.9744702,1.281116009,1.481344986
772.4744702,1.271177654,1.471407242
772.9744702,1.276146832,1.481344986
773.4744702,1.266208477,1.476376114
773.9744702,1.266208477,1.471407242
774.4744702,1.2612393,1.476376114
774.9744702,1.271177654,1.471407242
775.4744702,1.281116009,1.471407242
775.9744702,1.266208477,1.471407242
776.4744702,1.271177654,1.481344986
776.9744702,1.266208477,1.476376114
777.4744702,1.266208477,1.471407242
777.9744702,1.276146832,1.476376114
778.4744702,1.271177654,1.481344986
778.9744702,1.266208477,1.481344986
779.4744702,1.271177654,1.471407242
779.9744702,1.271177654,1.481344986
780.4744702,1.276146832,1.471407242
780.9744702,1.271177654,1.461469498
781.4744702,1.276146832,1.476376114
781.9744702,1.266208477,1.471407242
782.4744702,1.276146832,1.476376114
782.9744702,1.276146832,1.476376114
783.4744702,1.281116009,1.476376114
783.9744702,1.281116009,1.481344986
784.4744702,1.271177654,1.471407242
784.9744702,1.271177654,1.476376114
785.4744702,1.286085186,1.486313858
785.9744702,1.276146832,1.481344986
786.4744702,1.276146832,1.481344986
786.9744702,1.281116009,1.481344986
787.4744702,1.271177654,1.471407242
787.9744702,1.281116009,1.476376114
788.4744702,1.276146832,1.481344986
788.9744702,1.266208477,1.481344986
789.4744702,1.281116009,1.481344986
789.9744702,1.271177654,1.476376114
790.4744702,1.271177654,1.476376114
790.9744702,1.281116009,1.481344986
791.4744702,1.291054363,1.486313858
791.9744702,1.286085186,1.481344986
792.4744702,1.281116009,1.481344986
792.9744702,1.271177654,1.481344986
793.4744702,1.291054363,1.49128273
793.9744702,1.281116009,1.481344986
794.4744702,1.276146832,1.476376114
794.9744702,1.291054363,1.486313858
795.4744702,1.286085186,1.486313858
795.9744702,1.281116009,1.486313858
796.4744702,1.291054363,1.486313858
796.9744702,1.281116009,1.49128273
797.4744702,1.291054363,1.486313858
797.9744702,1.276146832,1.486313858
798.4744702,1.29602354,1.486313858
798.9744702,1.291054363,1.486313858
799.4744702,1.291054363,1.49128273
799.9744702,1.286085186,1.486313858
800.4744702,1.291054363,1.49128273
800.9744702,1.291054363,1.486313858
801.4744702,1.291054363,1.486313858
801.9744702,1.29602354,1.49128273
802.4744702,1.286085186,1.49128273
802.9744702,1.281116009,1.486313858
803.4744702,1.291054363,1.486313858
803.9744702,1.291054363,1.481344986
804.4744702,1.29602354,1.481344986
804.9744702,1.300992718,1.49128273
805.4744702,1.291054363,1.49128273
805.9744702,1.305961895,1.501220474
806.4744702,1.29602354,1.496251602
806.9744702,1.291054363,1.49128273
807.4744702,1.291054363,1.486313858
807.9744702,1.29602354,1.49128273
808.4744702,1.286085186,1.486313858
808.9744702,1.291054363,1.486313858
809.4744702,1.291054363,1.49128273
809.9744702,1.281116009,1.49128273
810.4744702,1.300992718,1.496251602
810.9744702,1.291054363,1.496251602
811.4744702,1.291054363,1.49128273
811.9744702,1.29602354,1.496251602
812.4744702,1.29602354,1.496251602
812.9744702,1.291054363,1.496251602
813.4744702,1.291054363,1.49128273
813.9744702,1.291054363,1.496251602
814.4744702,1.29602354,1.496251602
814.9744702,1.29602354,1.501220474
815.4744702,1.291054363,1.496251602
815.9744702,1.305961895,1.501220474
816.4744702,1.300992718,1.501220474
816.9744702,1.291054363,1.496251602
817.4744702,1.29602354,1.496251602
817.9744702,1.300992718,1.49128273
818.4744702,1.291054363,1.49128273
818.9744702,1.305961895,1.501220474
819.4744702,1.300992718,1.501220474
819.9744702,1.300992718,1.506189346
820.4744702,1.286085186,1.49128273
820.9744702,1.29602354,1.496251602
821.4744702,1.305961895,1.501220474
821.9744702,1.305961895,1.501220474
822.4744702,1.300992718,1.501220474
822.9744702,1.300992718,1.49128273
823.4744702,1.310931072,1.511158218
823.9744702,1.300992718,1.49128273
824.4744702,1.305961895,1.501220474
824.9744702,1.291054363,1.496251602
825.4744702,1.310931072,1.496251602
825.9744702,1.300992718,1.501220474
826.4744702,1.305961895,1.501220474
826.9744702,1.305961895,1.506189346
827.4744702,1.29602354,1.501220474
827.9744702,1.305961895,1.501220474
828.4744702,1.300992718,1.496251602
828.9744702,1.305961895,1.501220474
829.4744702,1.29602354,1.496251602
829.9744702,1.300992718,1.496251602
830.4744702,1.300992718,1.501220474
830.9744702,1.310931072,1.506189346
831.4744702,1.300992718,1.501220474
831.9744702,1.310931072,1.506189346
832.4744702,1.300992718,1.501220474
832.9744702,1.310931072,1.501220474
833.4744702,1.310931072,1.506189346
833.9744702,1.310931072,1.501220474
834.4744702,1.315900249,1.506189346
834.9744702,1.315900249,1.506189346
835.4744702,1.310931072,1.496251602
835.9744702,1.305961895,1.511158218
836.4744702,1.315900249,1.511158218
836.9744702,1.300992718,1.496251602
837.4744702,1.310931072,1.501220474
837.9744702,1.300992718,1.506189346
838.4744702,1.305961895,1.506189346
838.9744702,1.310931072,1.506189346
839.4744702,1.315900249,1.506189346
839.9744702,1.310931072,1.511158218
840.4744702,1.300992718,1.501220474
840.9744702,1.315900249,1.511158218
841.4744702,1.315900249,1.511158218
841.9744702,1.320869427,1.511158218
842.4744702,1.305961895,1.501220474
842.9744702,1.310931072,1.501220474
843.4744702,1.315900249,1.51612709
843.9744702,1.325838604,1.51612709
844.4744702,1.305961895,1.496251602
844.9744702,1.320869427,1.511158218
845.4744702,1.300992718,1.506189346
845.9744702,1.305961895,1.501220474
846.4744702,1.305961895,1.496251602
846.9744702,1.315900249,1.506189346
847.4744702,1.310931072,1.511158218
847.9744702,1.320869427,1.511158218
848.4744702,1.310931072,1.511158218
848.9744702,1.315900249,1.511158218
849.4744702,1.305961895,1.506189346
849.9744702,1.305961895,1.506189346
850.4744702,1.310931072,1.506189346
850.9744702,1.310931072,1.506189346
851.4744702,1.310931072,1.506189346
851.9744702,1.320869427,1.511158218
852.4744702,1.315900249,1.506189346
852.9744702,1.315900249,1.511158218
853.4744702,1.315900249,1.51612709
853.9744702,1.320869427,1.511158218
854.4744702,1.320869427,1.511158218
854.9744702,1.320869427,1.506189346
855.4744702,1.325838604,1.526064835
855.9744702,1.320869427,1.51612709
856.4744702,1.330807781,1.51612709
856.9744702,1.325838604,1.521095963
857.4744702,1.320869427,1.51612709
857.9744702,1.315900249,1.511158218
858.4744702,1.310931072,1.51612709
858.9744702,1.320869427,1.511158218
859.4744702,1.325838604,1.51612709
859.9744702,1.330807781,1.511158218
860.4744702,1.315900249,1.506189346
860.9744702,1.310931072,1.511158218
861.4744702,1.330807781,1.511158218
861.9744702,1.320869427,1.511158218
862.4744702,1.325838604,1.511158218
862.9744702,1.325838604,1.51612709
863.4744702,1.335776958,1.51612709
863.9744702,1.325838604,1.521095963
864.4744702,1.325838604,1.526064835
864.9744702,1.325838604,1.521095963
865.4744702,1.325838604,1.51612709
865.9744702,1.320869427,1.511158218
866.4744702,1.325838604,1.51612709
866.9744702,1.330807781,1.51612709
867.4744702,1.320869427,1.51612709
867.9744702,1.330807781,1.526064835
868.4744702,1.330807781,1.51612709
868.9744702,1.325838604,1.51612709
869.4744702,1.320869427,1.521095963
869.9744702,1.335776958,1.521095963
870.4744702,1.325838604,1.511158218
870.9744702,1.325838604,1.51612709
871.4744702,1.330807781,1.526064835
871.9744702,1.325838604,1.51612709
872.4744702,1.330807781,1.521095963
872.9744702,1.330807781,1.521095963
873.4744702,1.340746136,1.531033707
873.9744702,1.335776958,1.521095963
874.4744702,1.330807781,1.526064835
874.9744702,1.335776958,1.526064835
875.4744702,1.325838604,1.526064835
875.9744702,1.325838604,1.51612709
876.4744702,1.320869427,1.51612709
876.9744702,1.335776958,1.526064835
877.4744702,1.335776958,1.521095963
877.9744702,1.325838604,1.521095963
878.4744702,1.340746136,1.526064835
878.9744702,1.330807781,1.531033707
879.4744702,1.330807781,1.526064835
879.9744702,1.335776958,1.521095963
880.4744702,1.340746136,1.531033707
880.9744702,1.335776958,1.526064835
881.4744702,1.335776958,1.531033707
881.9744702,1.330807781,1.526064835
882.4744702,1.335776958,1.526064835
882.9744702,1.335776958,1.531033707
883.4744702,1.330807781,1.526064835
883.9744702,1.340746136,1.531033707
884.4744702,1.335776958,1.531033707
884.9744702,1.340746136,1.531033707
885.4744702,1.345715313,1.540971451
885.9744702,1.330807781,1.526064835
886.4744702,1.335776958,1.536002579
886.9744702,1.325838604,1.521095963
887.4744702,1.340746136,1.526064835
887.9744702,1.340746136,1.531033707
888.4744702,1.340746136,1.531033707
888.9744702,1.335776958,1.521095963
889.4744702,1.330807781,1.521095963
889.9744702,1.335776958,1.526064835
890.4744702,1.345715313,1.540971451
890.9744702,1.330807781,1.526064835
891.4744702,1.340746136,1.540971451
891.9744702,1.345715313,1.536002579
892.4744702,1.340746136,1.526064835
892.9744702,1.340746136,1.521095963
893.4744702,1.330807781,1.526064835
893.9744702,1.335776958,1.526064835
894.4744702,1.340746136,1.526064835
894.9744702,1.335776958,1.526064835
895.4744702,1.345715313,1.536002579
895.9744702,1.345715313,1.531033707
896.4744702,1.340746136,1.531033707
896.9744702,1.330807781,1.521095963
897.4744702,1.345715313,1.540971451
897.9744702,1.35068449,1.536002579
898.4744702,1.340746136,1.536002579
898.9744702,1.345715313,1.531033707
899.4744702,1.345715313,1.531033707
899.9744702,1.335776958,1.531033707
900.4744702,1.340746136,1.536002579
900.9744702,1.340746136,1.540971451
901.4744702,1.345715313,1.545940323
