freq,gain,phase
0.19371509552001953,13.726781475049204,-6.993484509998777
0.22351741790771484,13.705305044270983,-8.129826935651161
0.25331974029541016,13.685732112769905,-8.903468649855382
0.2980232238769531,13.65444603465938,-10.614954762967601
0.3427267074584961,13.607712282205746,-12.222671084652491
0.38743019104003906,13.651776364250956,-13.630053537179071
0.43213367462158203,13.631743682585906,-14.945478862973356
0.5066394805908203,13.46622780591841,-17.484420901800853
0.5662441253662109,13.520325847214945,-19.5843598775433
0.6556510925292969,13.355476906212012,-22.753980392544157
0.7450580596923828,13.280221941161848,-25.72937180661539
0.8493661880493164,13.158777088090885,-29.1214454046902
0.9685754776000977,12.973300244306987,-32.453381934996315
1.1026859283447266,12.79035742905753,-36.83822000528637
1.2516975402832031,12.56228755482862,-41.5791050747599
1.430511474609375,12.205565756788468,-46.752721236948275
1.6391277313232422,11.799662392125338,-52.65911431726212
1.862645149230957,11.296348710240139,-58.7359484235965
2.115964889526367,10.745989211157255,-64.59892195463972
2.4139881134033203,10.009891145521568,-71.64112082870537
2.7567148208618164,9.078606726944095,-78.61358858410782
3.1441450119018555,8.169426298650759,-85.9846303381272
3.591179847717285,6.981696492470619,-93.44066266280379
4.0978193283081055,5.66584394276752,-100.59428812558572
4.664063453674316,4.212695220562292,-107.39021032899683
5.319714546203613,2.5854459925688653,-114.4495944780927
6.064772605895996,0.9517054838418821,-121.09747061111955
6.9141387939453125,-0.7902796217888473,-127.2907079750484
7.88271427154541,-2.481371791006236,-132.83925046634664
8.985400199890137,-4.42903952238089,-137.5324179423338
10.251998901367188,-6.373415013578071,-142.8509606047975
11.682510375976562,-8.62456835079718,-146.1015471841292
13.321638107299805,-10.475711108547008,-150.31105572305523
15.19918441772461,-12.65236938921013,-154.75186516007165
17.330050468444824,-15.045901210603827,-156.18580006978138
19.758939743041992,-16.61420683684668,-160.67859290124554
22.530555725097656,-19.075858546783266,-162.04917782794578
25.68960189819336,-21.049432536289032,-165.34479643908958
29.280781745910645,-23.626758014222077,-162.52463309363614
33.3935022354126,-25.36935912529533,-170.7640773117526
38.07246685028076,-28.097529396990772,-171.2562313253979
43.40708255767822,-29.391948458962883,-169.05977744185722
49.501657485961914,-30.518144626187798,-169.0000941810148
56.44559860229492,-33.648309338190664,-162.10630036460577
64.35811519622803,-33.71819813311161,-161.2290741327115
73.37331771850586,-36.57666134235156,-161.90359795532422
83.67002010345459,-43.79829521453486,169.80775077199195
95.3972339630127,-42.83232599436249,-169.9280238811988
108.77847671508789,-40.16368933571197,-163.27228331187194
124.02236461639404,-47.600319089380825,-150.43664008798478
141.4269208908081,-42.756025111303956,-177.29239539139806
161.2454652786255,-44.84828722170528,174.83131303528359
183.86542797088623,-41.95258325786584,-131.44304334657818
209.64443683624268,-47.75191548561267,-173.15048261776096
239.0444278717041,-50.415882889179684,163.82397071648137
272.5571393966675,-51.43139144072356,-151.18975689442485
310.7786178588867,-54.07294213706297,-87.1242663795608
354.3645143508911,-45.05414729775932,-172.93146906718113
404.0449857711792,-48.32007615310536,52.583122798192846
460.699200630188,-48.61225436863202,166.24379166559322
525.3106355667114,-49.75364094510717,51.562717668233255
598.9670753479004,-53.03898616164016,81.3481226345502
682.9500198364258,-42.838272274617076,133.7990217127702
778.7197828292847,-46.673298782730804,-152.33961249623076
887.9154920578003,-49.487516182940894,-55.7052595759306
1012.4146938323975,-43.595618691065965,-80.76245714005681
1154.378056526184,-40.80705812793405,152.61548851851487
1316.2493705749512,-49.76694522981436,170.34594681409516
1500.830054283142,-40.98774088717791,-174.83739145712718
1711.2791538238525,-41.113826170719356,-73.43275167305134
1951.2325525283813,-37.617300023779364,44.0290350208225
2224.832773208618,-44.17090340762775,113.34763816038324
2536.8183851242065,-48.274182986906254,68.7251477126521
2892.538905143738,-46.16583761133016,-134.92753686921955
3298.133611679077,-45.5068415888823,67.5154432376616
3760.606050491333,-44.167553059771045,69.36818702318993
4287.928342819214,-40.87766466722741,84.52770050677178
4889.190196990967,-41.984535317610785,-7.415777715797816
5574.76282119751,-36.351387943242926,-116.7232634221225
6356.477737426758,-35.53572496804128,-147.15905317044047
7247.790694236755,-48.82790351137659,-138.62901438779053
8264.109492301941,-37.04722181596194,-116.69511258346661
9422.913193702698,-40.608873031585844,-104.09676619217721
10744.228959083557,-42.39136421023042,-74.31552204499664
12250.810861587524,-35.83729868642835,-145.21337660621612
13968.64652633667,-42.48503080803314,163.5855327235982
15927.374362945557,-36.08947132278043,-175.5050438159502
18160.760402679443,-35.74840707014334,-140.11845126163044
20707.309246063232,-59.11183561981958,-165.29179625143848
23610.934615135193,-33.80507463328596,150.876263859361
26921.73421382904,-36.34598611145125,-138.05861870665606
30696.764588356018,-46.69960274469077,113.04544688655727
35001.15871429443,-35.89009628917638,154.7542150177317
39909.109473228455,-33.34257274344909,158.9093440859949
45505.28526306152,-43.25662964268822,-170.5518531368537
51886.15620136261,-34.16005770321601,172.62134170349083
59161.78226470947,-39.87636633308591,-173.9536300103132
67457.60142803192,-47.333916759040434,168.36880274528883
76916.69464111328,-39.29370123114382,129.09315418531878
87702.15511322021,-40.13983398850396,165.66786655279583
99999.99403953552,-55.027532802288064,121.9177114551997
