freq,gain,phase
100.00169277191162,-19.763368721804092,-86.7703603559316
107.1542501449585,-20.705774960782275,-95.12106983249203
114.81344699859619,-19.568469835262817,-83.21109110413315
123.02398681640625,-19.03751270997462,-89.04617896885053
131.83057308197021,-19.08034425669973,-99.92126619909544
141.24810695648193,-18.746081154197498,-90.0667819429375
151.35109424591064,-18.458213213322917,-91.22644158126495
162.1842384338379,-16.853357745309154,-97.79874145432274
173.77734184265137,-16.213934336116996,-96.81048474153192
186.2049102783203,-16.196629286434344,-89.98876839280447
199.52654838562012,-16.011179102610537,-91.09515929644604
213.80186080932617,-14.160441884863705,-96.33854625745164
229.09045219421387,-14.001583171464365,-90.05582160756437
245.46682834625244,-12.609175943217233,-98.6864085031019
263.020396232605,-13.82602534905914,-95.07315481726562
281.84056282043457,-11.834452531478911,-93.79703029302856
302.00183391571045,-11.925560268275742,-92.42921024384484
323.5936164855957,-11.548713906527299,-94.06230547485087
346.7351198196411,-10.840347157669184,-90.7813181479877
371.5306520462036,-10.287594733310444,-94.23356286759105
398.11432361602783,-8.296622375433062,-92.9085034209671
426.57554149627686,-8.311018022981884,-95.59153115876589
457.09311962127686,-8.34613993241976,-94.78368542283152
489.7862672805786,-7.409994427019325,-97.46117722478094
524.8039960861206,-6.65032516076249,-93.39883421250073
562.3400211334229,-6.539269207560468,-100.11774651800243
602.5582551956177,-5.873874697435937,-100.20483957144914
645.6524133682251,-5.09418701633468,-97.93252950055418
691.831111907959,-4.425810771392884,-98.67556005120626
741.3029670715332,-3.9171788566657355,-99.61411646275738
794.3212985992432,-3.355962025216312,-101.34933531483762
851.1394262313843,-2.560712987130665,-103.54457575372363
912.010669708252,-1.9844915061539563,-103.42416936377138
977.2330522537231,-1.782977005059663,-102.48607185678118
1047.1343994140625,-1.0823201129753082,-103.61983451715257
1122.012734413147,-0.036216076845763515,-106.47096591805116
1202.2703886032104,-0.26242621496923735,-104.57437751954348
1288.2500886917114,0.8495879340608038,-108.56156627745351
1380.3839683532715,1.374673357296792,-107.57412369246448
1479.1041612625122,1.6040285984185185,-108.70120346349927
1584.8875045776367,2.1138773577721848,-108.55377649556318
1698.2406377792358,2.4790966112904336,-111.05692810588563
1819.700002670288,3.358191110372319,-113.31309892303757
1949.8467445373535,3.5109004734915916,-112.07694898195575
2089.29181098938,4.587937914022643,-115.02529649320672
2238.720655441284,4.26508313578112,-116.52217697464194
2398.8336324691772,5.200850515140507,-118.60803543205043
2570.3907012939453,5.621014664243926,-122.83781334973077
2754.226326942444,5.758736450534029,-121.95818836669635
2951.204776763916,6.803160799858268,-125.79105956248414
3162.279725074768,6.8974986008686665,-128.6268251007416
3388.434648513794,7.6213918503215545,-130.80554305681108
3630.787134170532,7.564944289192254,-130.31440269646285
3890.4547691345215,7.886587541599327,-132.89614816313738
4168.689250946045,8.357824783930495,-137.29901965447073
4466.831684112549,9.084266743436993,-138.0417014630559
4786.297678947449,9.086519795851284,-140.71469646733115
5128.607153892517,9.488428501113422,-139.98338367092472
5495.414137840271,10.15028937043456,-146.5575599210807
5888.432264328003,9.859603453417416,-147.11955362404476
6309.568881988525,10.464297613269673,-153.05278527525715
6760.835647583008,10.360460639951398,-152.34141129265578
7244.36342716217,10.687202730417427,-157.00571587363189
7762.476801872253,10.738187426974664,-158.51403132707765
8317.634463310242,10.692696783748747,-158.65115557821008
8912.503719329834,11.732925851850688,-163.84089438415242
9549.930691719055,10.979901001221101,-162.21569525593995
10232.925415039062,11.940225561062885,-171.18000786138703
10964.781045913696,11.587202342927437,-171.2058509007457
11748.969554901123,12.068527335441088,-174.5686413190909
12589.260935783386,11.45045980483906,-173.6212503179723
13489.633798599243,11.547885331732783,-177.36378708840905
14454.394578933716,11.879421217368076,173.11408482357544
15488.162636756897,11.527396513340198,174.04079003377447
16595.87025642395,11.267459554705733,172.34466234063052
17782.792448997498,11.524315071438636,166.77519963547724
19054.606556892395,11.643064965500008,169.61432668860576
20417.37735271454,11.394758498272175,164.90221194024488
21877.61664390564,11.484858439858971,162.11386218845124
23442.283272743225,11.201003482691368,159.09613357226385
25118.857622146606,10.880800258427339,158.81589645008268
26915.34161567688,10.6211437411786,154.12748580443204
28840.3183221817,10.679508886335716,150.56742485422285
30902.951955795288,10.269532493388262,149.8322629302078
33113.107085227966,10.288073769632716,145.91659034131075
35481.33373260498,10.236665723895545,142.4131710175042
38018.94187927246,9.63169343359635,142.1166871250494
40738.03126811981,9.667873021979045,139.9087539672843
43651.580810546875,8.933953511678531,132.6255225773494
46773.5081911087,8.865876552445327,135.5222521190696
50118.72947216034,8.297468571332892,128.88146273623622
53703.173995018005,8.300096838717806,126.98564189066481
57543.99299621582,7.850013584422202,125.09274266995963
61659.50000286102,7.289860672891487,123.10226813098566
66069.3496465683,6.56945437583895,121.98030624370645
70794.58236694336,6.715333770726786,117.75825254919165
75857.75852203369,5.9351822736122255,115.56467453387835
81283.04779529572,5.47637354626209,113.26155758107022
87096.36330604553,4.9008324789075335,111.23702843841575
93325.43611526489,4.305571650813817,111.68413114745641
99999.99403953552,4.154736086866297,108.71932706855343
